id,problem,problem_name,edge,class,solution,G1 reach,G2 semester,G3 additive,G4 no law change,gates,User,Feasibility,Implementability,Usability,Market,Impact,Measurability,Time,Novelty,Cure,Transfer,round 1 score (max 65),weighted score (max 90)
P5-33,P5,Near-road residents and delivery riders,S18->E03,cut receptor time or intake,HEPA purifiers in the road-facing bedrooms of one compound as the pilot,pass,pass,pass,pass,through,5,5,4,5,3,4,5,5,1,1,2,58,64
P5-34,P5,Near-road residents and delivery riders,S18->E07,cut receptor time or intake,Window sealing plus MERV13 on the AC for road-facing units,pass,pass,pass,pass,through,4,5,4,5,3,4,5,5,1,1,3,57,64
P5-35,P5,Near-road residents and delivery riders,S18->X18,cut receptor time or intake,Bedroom moved to the rear of the flat where the layout allows,pass,pass,pass,pass,through,3,5,4,3,3,3,4,5,2,1,5,49,60
P5-36,P5,Near-road residents and delivery riders,S18->S28,cut receptor time or intake,"Rider positioning: never behind a bus or truck at the light, stop ahead or upwind",pass,pass,pass,pass,through,3,5,4,3,3,3,4,5,3,2,5,49,64
P5-37,P5,Near-road residents and delivery riders,S28->X15,cut receptor time or intake,Following-distance rule from diesel vehicles in rider training,pass,pass,pass,pass,through,3,5,4,3,3,2,4,5,2,2,5,46,59
P5-38,P5,Near-road residents and delivery riders,S28->X15,cut receptor time or intake,Waiting position at red lights ahead of the queue where the app allows,pass,pass,pass,pass,through,3,5,4,3,3,2,4,5,2,2,5,46,59
P5-39,P5,Near-road residents and delivery riders,S28->X15,cut the path,"Fairing or windscreen that deflects the plume, low effect",pass,pass,pass,pass,through,2,4,3,3,3,1,3,4,3,1,4,35,47
P5-40,P5,Near-road residents and delivery riders,X01->E01,change the decision,Public air-quality alerts with plain guidance (the MOCCAE gap),fail,pass,pass,pass,out,,,,,,,,,,,,,
P5-41,P5,Near-road residents and delivery riders,X01->E03,cut receptor time or intake,Clinic-based advice on exposure for respiratory patients,fail,pass,pass,pass,out,,,,,,,,,,,,,
P5-42,P5,Near-road residents and delivery riders,X02->E17,cut the source,NO2-targeted retrofit of diesel buses and trucks on the corridor,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-43,P5,Near-road residents and delivery riders,X02->E01,change the decision,Low-emission zone on the corridor,fail,fail,"pass, to verify",fail,out,,,,,,,,,,,,,
P5-44,P5,Near-road residents and delivery riders,X12->X15,change the decision,Rider protections written into platform licensing,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-45,P5,Near-road residents and delivery riders,X12->E01,cut receptor time or intake,Targeted protection for labour housing next to highways: filtration and sealing first there,"pass, to verify",pass,pass,pass,through,5,4,3,4,2,4,5,4,2,1,2,51,59
P5-46,P5,Near-road residents and delivery riders,X18->E17,cut receptor time or intake,Asthma care access for near-road residents through a mobile clinic,fail,pass,pass,pass,out,,,,,,,,,,,,,
P5-47,P5,Near-road residents and delivery riders,X18->E03,cut receptor time or intake,Health screening for the residents of one road-facing compound,pass,pass,pass,pass,through,4,4,3,4,2,2,5,4,1,1,5,44,53
P5-48,P5,Near-road residents and delivery riders,X18->E01,change the decision,Near-road resident register for follow-up,fail,pass,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-49,P5,Near-road residents and delivery riders,S18->X18,change the decision,Near-road monitoring network with public data,fail,pass,pass,pass,out,,,,,,,,,,,,,
P5-50,P5,Near-road residents and delivery riders,D25->X18,change the decision,Developer requirement: air-quality assessment for road-facing housing,fail,fail,"pass, to verify",fail,out,,,,,,,,,,,,,
P5-51,P5,Near-road residents and delivery riders,A22->X15,change the decision,Platform publishes rider exposure metrics each quarter,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-52,P5,Near-road residents and delivery riders,A25->X18,change the decision,Healthy-streets score for each arterial published by the municipality,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-53,P5,Near-road residents and delivery riders,X18->E02,change the decision,Insurance incentive for filtered housing,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-54,P5,Near-road residents and delivery riders,S18->X18,change the decision,Community low-cost sensors along one arterial run by residents,pass,pass,pass,pass,through,3,5,4,4,2,2,5,5,3,2,4,48,62
P5-55,P5,Near-road residents and delivery riders,D25->X18,change the decision,Tenant information sheet on road-facing units,pass,pass,pass,pass,through,3,5,4,4,2,1,3,5,2,1,5,41,52
P5-56,P5,Near-road residents and delivery riders,A25->S18,cut the path,Street canyon geometry rules for new streets,fail,fail,"pass, to verify",fail,out,,,,,,,,,,,,,
P5-57,P5,Near-road residents and delivery riders,S18->X18,cut the path,Bus lane placed on the side away from housing,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-58,P5,Near-road residents and delivery riders,S18->X18,change the decision,Parking policy that removes kerbside stop-go on the residential side,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-59,P5,Near-road residents and delivery riders,S18->X18,change the decision,Freight time windows off the residential arterial at night,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-60,P5,Near-road residents and delivery riders,S18->X18,change the decision,Idling ban at loading bays on the corridor,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-61,P5,Near-road residents and delivery riders,S18->X18,cut the source,Street washing and sweeping to cut resuspended road dust on the corridor,fail,pass,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-62,P5,Near-road residents and delivery riders,S18->X18,cut the source,Dust binder on the corridor's unpaved shoulders,fail,pass,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-63,P5,Near-road residents and delivery riders,D23->X15,cut the source,Electrification incentives for delivery fleets,fail,fail,"pass, to verify",pass,out,,,,,,,,,,,,,
P5-64,P5,Near-road residents and delivery riders,S28->X15,cut receptor time or intake,"Rider exposure briefing in the onboarding course, in the riders' languages",pass,pass,pass,pass,through,4,5,4,4,3,2,3,5,2,2,5,46,59
P5-65,P5,Near-road residents and delivery riders,A22->X15,cut receptor time or intake,Rest-stop siting away from the road edge,"pass, to verify",pass,pass,pass,through,3,4,3,4,3,2,4,4,2,2,5,42,55
P5-66,P5,Near-road residents and delivery riders,X15->E18,cut receptor time or intake,Spirometry for riders at one company as the pilot cohort,pass,pass,pass,pass,through,4,4,3,3,2,2,5,4,1,1,5,43,52
P5-67,P5,Near-road residents and delivery riders,S28->X15,change the decision,Rider app shows the exposure of each route option,"pass, to verify",pass,pass,pass,through,3,4,3,4,3,3,4,4,4,3,4,45,63
P5-68,P5,Near-road residents and delivery riders,D25->X18,cut receptor time or intake,Filtered fresh-air unit in the shared rooms of one labour accommodation as the pilot,pass,pass,pass,pass,through,5,4,3,5,3,4,5,4,2,1,3,53,62
P5-69,P5,Near-road residents and delivery riders,X18->E17,cut receptor time or intake,Asthma screening and inhaler access at one labour accommodation,pass,pass,pass,pass,through,5,4,3,4,2,2,4,4,1,1,5,43,52
P5-70,P5,Near-road residents and delivery riders,S28->X15,cut the path,"Lane choice guidance: the kerbside lane is the worst behind buses, ride the middle lane where legal",pass,pass,pass,pass,through,3,5,4,3,3,2,4,5,3,2,5,46,61
